Quadrant,Utterance Number,Reference,Gesture Used,Object referenced,grammatical role
2,13.0,And [those] are stacked vertically next to [one another].,N,Q4-C23-Gr-Rl,nsubj
2,13.0,And [those] are stacked vertically next to [one another].,N,Q4-C21-Gr-Rl,NI
2,13.0,And [those] are stacked vertically next to [one another].,N,Q4-C23-Gr-Rl,NI
2,14.0,And on top of [the blue rectangle] is [a red rectangle in the same shape].,DS,Q2-C32-Bl-Pr,pobj
2,14.0,And on top of [the blue rectangle] is [a red rectangle in the same shape].,N,New-Re-Pr,pobj
2,15.0,Like [that one].,DS,Q4-C11-Re-Pr,NI
,,,N,,
3,1.0,Okay. So it's going to start with [a long rectangle piece of...or a rectangle cube of yellow].,IR,New-Ye-Pr,pobj
3,2.0,"Yeah. [That's] not here, so look for, like [a long rectangle that's cube].",N,Q2-C23-Ye-Pr,nsubj
3,2.0,"Yeah. [That's] not here, so look for, like [a long rectangle that's cube].",IR,Q2-C23-Ye-Pr,NI
3,3.0,"Yeah, like [that].",N,Q2-C23-Ye-Pr,pobj
3,4.0,Okay. And [that's] going to stack vertically at the very left of [it].,N,Q2-C23-Ye-Pr,nsubj
3,4.0,Okay. And [that's] going to stack vertically at the very left of [it].,N,Q2-C23-Ye-Pr,pobj
3,5.0,And then next to [it] is going to be [a long green peice] like this.,N,Q2-C23-Ye-Pr,pobj
3,5.0,And then next to [it] is going to be [a long green peice] like this.,DS,Q3-C32-Gr-Rl,NI
3,6.0,"And [that's] going to be stack, yeah, like parallel to the table",N,Q3-C32-Gr-Rl,nsubj
3,7.0,On top of [that] is [a red piece] just like [that].,N,Q3-C32-Gr-Rl,pobj
3,7.0,On top of [that] is [a red piece] just like [that].,N,Q3-C12-Re-Rl,NI
3,7.0,On top of [that] is [a red piece] just like [that].,DS,Q3-C12-Re-Rl,pobj
3,8.0,[That's] going the same direction as [it] just on top.,N,Q3-C12-Re-Rl,nsubj
3,8.0,[That's] going the same direction as [it] just on top.,N,Q3-C32-Gr-Rl,nsubj
3,9.0,"On top of [the red] is [a long green], just like [the yellow].",N,Q3-C12-Re-Rl,NI
3,9.0,"On top of [the red] is [a long green], just like [the yellow].",IR,New-Gr-Pr,NI
3,9.0,"On top of [the red] is [a long green], just like [the yellow].",DP,Q2-C23-Ye-Pr,NI
3,10.0,So... look for [that piece].,N,Q2-C21-Gr-Pr,pobj
3,11.0,Ok. Yeah. And then [that's] going to be parallel with the table again.,N,Q2-C23-Ye-Pr,nsubj
3,12.0,"And on top of [that green piece] ,are going to be [two cubes like [this] in red].",N,Q2-C23-Ye-Pr,pobj
3,12.0,"And on top of [that green piece] ,are going to be [two cubes like [this] in red].",N,New-Re-Cu,pobj
3,12.0,"And on top of [that green piece] ,are going to be [two cubes like [this] in red].",DP,Q3-C32-Re-Cu,NI
3,13.0,Yeah. So look for a... There's [a piece right here].,DS,Q3-C23-Re-Cu,NI
3,14.0,"And then [a green cylinder] like [this], is going to go on top of [the red here].",N,Q3-C33-Gr-Cy,nsubj
3,14.0,"And then [a green cylinder] like [this], is going to go on top of [the red here].",DP,Q3-C33-Gr-Cy,pobj
3,14.0,"And then [a green cylinder] like [this], is going to go on top of [the red here].",DS,Q3-C12-Re-Rl,pobj
3,15.0,Yeah. [The piece] parallel to the table.,N,Q3-C12-Re-Rl,nsubj
"So, look for that piece.",,,N,,
Okay. And then two more pieces.,,,N,,
"One of them is a red triangle piece, but it's... it has the same shape as the cube.",,,N,,
It's red and triangle.,,,N,,
So look for that piece.,,,N,,
19:38,,,N,,
"Red triangle, it's going to be like, if you cut the square in half diagonally, it's going to be that shape.",,,N,,
"Oh, that's right.",,,N,,
"Okay. And then that's going to stack with the diagonal side, going towards the right of the whole thing, like this way. Yeah.",,,N,,
"And on the very top of it, is going to be a blue cylinder like this.",,,N,,
And then that goes on top of the two red rectangles.,,,N,,
Okay. That's right. But I'll just double check. Okay. We're finished with this one.,,,N,,
20:57,,,N,,
"Okay. So this one, I would start with the long rectangle blue piece",,,N,,
And you'll find a long rectangle blue piece.,,,N,,
"Actually, no, find two of them.",,,N,,
Cause you need one of them for the most part.,,,N,,
21:19,,,N,,
"Okay. So, you know, one of them is going to be flat like this and the next piece, it was later.",,,N,,
So next to that is going to be a yellow arch like that piece.,,,N,,
And this time you're going to have it on the short edge vertically.,,,N,,
"And the long face is going to be to the right of this, to the right of the yellow piece on the floor. The opposite. Yeah.",,,N,,
The arch is facing away from that.,,,N,,
"And then to the right of that is a blue cylinder like this piece. And, yeah, just like that.",,,N,,
22:01,,,N,,
Can you... you can put the next blue piece staffed vertically at the very left of this blue rectangle.,,,N,,
It's going to be on top of the blue rectangle. Yeah. Like that.,,,N,,
And then there's going to be a yellow slope like this.,,,N,,
It's going to be stacked vertically and the slant is going to be going this way. The long face is going to be parallel. It's going to be to the left of everything.,,,N,,
"But the long side is going to be parallel to the, like the blue rectangle, and the slope is going to be pointing away. Yeah.",,,N,,
Okay. And then there's going to be a red arch inside of that. So look for a red arch.,,,N,,
23:08,,,N,,
Okay. And that's going to be stacked vertically inside the blue thing.,,,N,,
It's going to be facing the same way as the yellow arch. Yeah.,,,N,,
Okay. And then there's going to be a yellow and a green cube inside of there.,,,N,,
So look for a yellow and a green cube.,,,N,,
Okay. So the yellow cube is going to be right next to the arch on top of the blue rectangle.,,,N,,
Yeah. Right at the very right of the blue.,,,N,,
And on top of that is the green.,,,N,,
23:47,,,N,,
And then there's going to be two green semi-circles and two blue semi-circles.,,,N,,
So they're going to form like a circle on top of the arches.,,,N,,
So the green one is going to form a circle on top of the red.,,,N,,
And the blue is going to form a circle on top of that.,,,N,,
"Then, what's going to be like a circle this way.",,,N,,
It's going to be like the same shape as the cylinder from top down.,,,N,,
Yeah. So it's going to be like that except the...,,,N,,
"Both of the pieces that are going to be curved so that the indent between them is facing like perpendicular from everything else. Like this way. Yeah. So I don't know how to explain it about that, but it's going to be like that.",,,N,,
"So you need to find another green semicircle, another blue center to finish that.",,,N,,
24:58:00,,,N,,
Yeah. It's just going to finish those out.,,,N,,
25:08:00,,,N,,
"Okay. And then... Oh, no. Okay. So the semicircle is actually supposed to be on top of the green block, just to move it up there. Yeah.",,,N,,
And then a blue cube like this is on top of the yellow arch.,,,N,,
"Okay. And then there's going to be two yellow cylinders, like the blue one. So find those pieces.",,,N,,
25:49:00,,,N,,
"And then those are going to stack on top of each other on top of the blue block, the blue cube.",,,N,,
"Okay. And then there's going to be a blue, a red and a yellow slope like this. So look for those pieces.",,,N,,
26:25:00,,,N,,
"Ok. So the first one is going to be the blue one, which is going to go on top of the cylinder.",,,N,,
It's going to be facing the opposite way.,,,N,,
"It's this yellow one. Yeah, just like that.",,,N,,
"And then there's going to be a yellow slop facing the same direction as this, on top the yellow or the blue semi-circles.",,,N,,
Yup. And then the red slope is going to be facing with the long side down.,,,N,,
"And it's going to, its slope is going to be in the same direction as the yellows.",,,N,,
Yeah. I think that's it. We're done with this one.,,,N,,
